model,currency,year,feature,min,mean,max
logit_context730,ALL,2022,announced_range90,-0.453525082274223,-0.33472565035023233,-0.1586043421933328
logit_context730,ALL,2022,announced_ret20_z,-0.4122249867242462,-0.2616818439152268,-0.1167824722593042
logit_context730,ALL,2022,announced_ret5_z,-0.1605997263759299,-0.0216863051370746,0.0737216017463054
logit_context730,ALL,2022,cny,0.1352718240477734,0.17767868494756778,0.2082472710021934
logit_context730,ALL,2022,cny_basis_last_z,0.0891710304530358,0.17172774113669098,0.230353794030937
logit_context730,ALL,2022,cny_last_missing,0.0,0.0,0.0
logit_context730,ALL,2022,cny_late_z,-0.249612936551449,-0.12954081396425918,-0.0165456954743546
logit_context730,ALL,2022,cny_minus_hist_probability_scale,-0.1229776490535834,0.07221792610470873,0.2354396280819913
logit_context730,ALL,2022,cny_quality,-5.087553357161779e-11,-2.1707979806836207e-11,-6.411317558140765e-13
logit_context730,ALL,2022,currency_AMD,0.1197770638175089,0.1515160802501343,0.2066253562951613
logit_context730,ALL,2022,currency_KGS,-0.1762038145771532,-0.1271971654908069,-0.0863390092848926
logit_context730,ALL,2022,currency_KZT,-0.1335595557384148,-0.09570668546454235,-0.0547999357857373
logit_context730,ALL,2022,currency_TJS,0.1043201231303443,0.13940309261960923,0.1629349278448092
logit_context730,ALL,2022,currency_UZS,-0.0799417290626151,-0.06801532191439418,-0.0508327256778757
logit_context730,ALL,2022,dow_cos,-0.1276773010282638,-0.05710612688348713,0.0450409930742641
logit_context730,ALL,2022,dow_sin,-0.1345904909146981,-0.06675003461950384,0.0012185178758273
logit_context730,ALL,2022,expert_disagreement,-0.1259296862363449,0.0930221871089487,0.2286363925337944
logit_context730,ALL,2022,extra,-0.3398957529599298,-0.1482360851513541,0.0752570965540971
logit_context730,ALL,2022,hist,0.3107587652867127,0.4347905388656151,0.5194341346018102
logit_context730,ALL,2022,known_change_z,0.1342624549405772,0.23392014360918023,0.3470297573125585
logit_context730,ALL,2022,local_basis_last_z,-0.0341112668542545,-0.009790824082521401,0.0183401011529502
logit_context730,ALL,2022,local_last_missing,0.0112533575300835,0.0863404657425435,0.1421730960124602
logit_context730,ALL,2022,local_minus_common_z,0.0773845792685352,0.11211833197912975,0.1576479776519596
logit_context730,ALL,2022,local_quality,0.0293495438495603,0.06811281506539897,0.1285310971459612
logit_context730,ALL,2022,log_vol20,-0.1702029661829742,0.011525526287470033,0.1055338484759847
logit_context730,ALL,2022,month_end,-0.0339664858471605,0.0568507013277294,0.152297556779581
logit_context730,ALL,2022,peer_change_std_z,-0.1799165847813823,-0.1604392909910145,-0.1416399731644405
logit_context730,ALL,2022,pre_new_year14,0.0,0.0,0.0
logit_context730,ALL,2022,survival_hist,-0.3407230672653729,-0.25284408258103985,-0.0908276831804205
logit_context730,ALL,2022,survival_local,-0.0022595418932807,0.12237144332792056,0.3509837145446503
logit_context730,ALL,2022,survival_logit,-0.2399922220703616,-0.12913539797518514,0.0181745023577297
logit_context730,ALL,2023,announced_range20,-0.2022608272145609,-0.05901363607318657,0.0597100629184837
logit_context730,ALL,2023,announced_range90,-0.5359409905721968,-0.2883696906997023,-0.0049293101898508
