policy,history,first,second,fallback,fallback_weekday,cap,horizon_lift_min,horizon_lift_mean,symmetric_benefit_min,future_benefit_min,frequency,corridor_frequency_min,corridor_frequency_max,quarter_frequency_min,quarter_frequency_max
h40_f85_s92_b70_d3,40,0.85,0.92,0.7,3,2,1.362432269717038,1.4837822872649666,3.596491484729305,54.00212766553622,0.7830508474576272,0.731638418079096,0.8305084745762712,0.5886363636363636,1.240909090909091
h40_f85_s92_b70_d4,40,0.85,0.92,0.7,4,2,1.4214902720594171,1.529999006963332,3.366770637183466,55.7169297563368,0.731638418079096,0.711864406779661,0.7514124293785311,0.5568181818181819,1.1772727272727272
h40_f85_s96_b50_d3,40,0.85,0.96,0.5,3,2,1.2214434551998483,1.3673868185012066,2.263577144222769,34.142616495846944,0.9372881355932203,0.9096045197740114,0.9491525423728814,0.7795454545454547,1.1931818181818181
h40_f85_s96_b50_d4,40,0.85,0.96,0.5,4,2,1.4420727219196232,1.551611274016702,6.552228798394115,54.99224210820267,0.8067796610169491,0.7909604519774012,0.8502824858757062,0.6292134831460674,1.1136363636363638
h40_f85_s96_b60_d3,40,0.85,0.96,0.6,3,2,1.292564280750521,1.457465066879903,4.261597157953951,43.887200089403855,0.8502824858757062,0.8107344632768362,0.8898305084745763,0.5886363636363636,1.1772727272727272
h40_f85_s96_b60_d4,40,0.85,0.96,0.6,4,2,1.4249508067689884,1.5530492536934868,5.595303866009129,56.323734613773226,0.7514124293785311,0.731638418079096,0.7711864406779662,0.525,1.0977272727272729
h40_f85_s96_b70_d3,40,0.85,0.96,0.7,3,2,1.3769785365045166,1.5178278816657327,5.785850914786815,57.467542172738206,0.711864406779661,0.672316384180791,0.731638418079096,0.44545454545454544,1.0977272727272729
h40_f85_s96_b70_d4,40,0.85,0.96,0.7,4,2,1.443668278703206,1.5718078854674844,5.701798913557877,59.63693603735939,0.6604519774011299,0.632768361581921,0.692090395480226,0.41363636363636364,1.0340909090909092
h60_f70_s88_b50_d3,60,0.7,0.88,0.5,3,2,1.4145818038064042,1.50882707617065,4.1189532960344994,49.209310842010886,1.0480225988700564,0.9887005649717514,1.1468926553672316,0.7636363636363637,1.4318181818181819
h60_f70_s88_b50_d4,60,0.7,0.88,0.5,4,2,1.494778301605299,1.5908458139374322,5.621803293922368,53.508603336741345,0.9926553672316385,0.9293785310734464,1.0282485875706215,0.7000000000000001,1.384090909090909
h60_f70_s88_b60_d3,60,0.7,0.88,0.6,3,2,1.4747859181731682,1.5683486695211526,4.914050416776423,52.04219842626106,0.9926553672316385,0.9293785310734464,1.0480225988700564,0.6681818181818182,1.384090909090909
h60_f70_s88_b60_d4,60,0.7,0.88,0.6,4,2,1.5120107303987318,1.6073266592660365,5.646318013153703,54.477376717712126,0.9689265536723164,0.9293785310734464,1.0282485875706215,0.6363636363636364,1.3681818181818182
h60_f70_s92_b50_d3,60,0.7,0.92,0.5,3,2,1.4280795488275453,1.5185616691531016,5.020190652119801,50.16296027249215,0.9966101694915255,0.9689265536723164,1.0480225988700564,0.7477272727272728,1.3522727272727273
h60_f70_s92_b50_d4,60,0.7,0.92,0.5,4,2,1.5134318968229001,1.6056322667421412,6.658143057393117,54.75318509687906,0.9412429378531074,0.9096045197740114,0.9887005649717514,0.6840909090909091,1.3045454545454545
h60_f70_s92_b60_d3,60,0.7,0.92,0.6,3,2,1.4922903347122978,1.581873098273579,5.911731409646764,53.20668243918766,0.9412429378531074,0.8898305084745763,1.0084745762711864,0.6522727272727272,1.3045454545454545
h60_f70_s92_b60_d4,60,0.7,0.92,0.6,4,2,1.5289570356173137,1.6233840243665782,6.710833336671142,55.80843065247676,0.9175141242937853,0.8898305084745763,0.9887005649717514,0.6204545454545455,1.2886363636363636
h60_f70_s96_b50_d3,60,0.7,0.96,0.5,3,2,1.4420407652869827,1.5273943158938148,6.289653237576327,51.23279994336349,0.9451977401129943,0.8898305084745763,1.0282485875706215,0.7000000000000001,1.3204545454545455
h60_f70_s96_b50_d4,60,0.7,0.96,0.5,4,2,1.528190595446008,1.619960015373969,8.101231676027174,56.15480555934697,0.8898305084745763,0.8502824858757062,0.9293785310734464,0.6363636363636364,1.2727272727272727
h60_f70_s96_b60_d3,60,0.7,0.96,0.6,3,2,1.5102537937390959,1.5948128898724883,7.311694021966588,54.51894941476675,0.8898305084745763,0.8107344632768362,0.9491525423728814,0.6045454545454545,1.2727272727272727
h60_f70_s96_b60_d4,60,0.7,0.96,0.6,4,2,1.526670049044478,1.6390982066408057,8.19658636326145,57.31109182269618,0.8661016949152542,0.8107344632768362,0.9293785310734464,0.5727272727272728,1.2568181818181818
h60_f75_s88_b50_d3,60,0.75,0.88,0.5,3,2,1.4322145348504773,1.5206877818756055,3.1966179292941317,49.362089428841784,1.0361581920903955,0.9689265536723164,1.1468926553672316,0.7636363636363637,1.4318181818181819
h60_f75_s88_b50_d4,60,0.75,0.88,0.5,4,2,1.514873862317513,1.6353863368021933,5.591382992234451,54.5767747285881,0.9610169491525424,0.9096045197740114,1.0282485875706215,0.6840909090909091,1.384090909090909
h60_f75_s88_b60_d3,60,0.75,0.88,0.6,3,2,1.507895214471535,1.598794214467636,4.727923756619274,53.289085294415464,0.9689265536723164,0.9096045197740114,1.0282485875706215,0.6522727272727272,1.384090909090909
h60_f75_s88_b60_d4,60,0.75,0.88,0.6,4,2,1.5259371450208254,1.664133071739102,5.7409797703866285,56.13111493922736,0.9293785310734464,0.9096045197740114,0.9689265536723164,0.6204545454545455,1.3681818181818182
h60_f75_s88_b70_d3,60,0.75,0.88,0.7,3,2,1.5287499578940278,1.6460566798451413,5.104873716207906,54.56169429514744,0.8700564971751413,0.8305084745762712,0.9096045197740114,0.5886363636363636,1.3681818181818182
h60_f75_s88_b70_d4,60,0.75,0.88,0.7,4,2,1.5290613093176306,1.6657644376948824,5.538867876604165,55.21326556418895,0.8463276836158192,0.8107344632768362,0.8700564971751413,0.5886363636363636,1.3522727272727273
h60_f75_s92_b50_d3,60,0.75,0.92,0.5,3,2,1.4468033920731342,1.5311661448522444,4.237301739694377,50.51773196705783,0.9847457627118644,0.9491525423728814,1.0480225988700564,0.7477272727272728,1.3522727272727273
h60_f75_s92_b50_d4,60,0.75,0.92,0.5,4,2,1.5285423860079383,1.653222927324108,6.853392620964387,56.122626471685926,0.9096045197740114,0.8700564971751413,0.9293785310734464,0.6681818181818182,1.3045454545454545
h60_f75_s92_b60_d3,60,0.75,0.92,0.6,3,2,1.521034978437949,1.6143728768696062,5.930670500347242,54.749455717985526,0.9175141242937853,0.8700564971751413,0.9689265536723164,0.6363636363636364,1.3045454545454545
h60_f75_s92_b60_d4,60,0.75,0.92,0.6,4,2,1.5407328234075957,1.6842503049848887,7.057227395268898,57.823692973690456,0.8779661016949153,0.8502824858757062,0.9293785310734464,0.6045454545454545,1.2886363636363636
h60_f75_s92_b70_d3,60,0.75,0.92,0.7,3,2,1.5447841340302144,1.666473640315529,6.476552914369936,56.278360262672905,0.8186440677966101,0.7909604519774012,0.8700564971751413,0.5727272727272728,1.2886363636363636
h60_f75_s92_b70_d4,60,0.75,0.92,0.7,4,2,1.5455987019213042,1.6880687405313615,6.979561996528004,57.02331671729995,0.7949152542372883,0.7711864406779662,0.8305084745762712,0.5727272727272728,1.2727272727272727
h60_f75_s96_b50_d3,60,0.75,0.96,0.5,3,2,1.4619675456389452,1.540799039822938,5.479776324705309,51.620713803361234,0.9333333333333335,0.8898305084745763,1.0282485875706215,0.7000000000000001,1.3204545454545455
h60_f75_s96_b50_d4,60,0.75,0.96,0.5,4,2,1.5262060241375777,1.6709039768045375,8.361379641789686,57.65795984462495,0.8581920903954803,0.8305084745762712,0.9096045197740114,0.6204545454545455,1.2727272727272727
h60_f75_s96_b60_d3,60,0.75,0.96,0.6,3,2,1.518281752071707,1.6295589194812627,7.3701124909913815,56.18925536241321,0.8661016949152542,0.7909604519774012,0.9096045197740114,0.5886363636363636,1.2727272727272727
h60_f75_s96_b60_d4,60,0.75,0.96,0.6,4,2,1.5390616688535057,1.7044499372164892,8.6356151253409,59.5236030524169,0.8265536723163841,0.7909604519774012,0.8700564971751413,0.5568181818181819,1.2568181818181818
h60_f75_s96_b70_d3,60,0.75,0.96,0.7,3,2,1.5474364757179369,1.6661610417287567,7.573403209141795,57.30596073593156,0.7790960451977401,0.711864406779661,0.8305084745762712,0.525,1.2568181818181818
h60_f75_s96_b70_d4,60,0.75,0.96,0.7,4,2,1.549641286739181,1.681394796478695,7.911399884279138,57.84788039761883,0.7593220338983051,0.692090395480226,0.7909604519774012,0.525,1.240909090909091
h60_f80_s88_b50_d3,60,0.8,0.88,0.5,3,2,1.4564484242353761,1.53152424203118,3.0527499868382195,48.56271057557099,1.0163841807909604,0.9491525423728814,1.1271186440677967,0.7636363636363637,1.4000000000000001
h60_f80_s88_b50_d4,60,0.8,0.88,0.5,4,2,1.5282782782782782,1.6554361936670254,5.568886621747496,54.51461184122012,0.9372881355932203,0.8898305084745763,1.0084745762711864,0.6840909090909091,1.3522727272727273
h60_f80_s88_b60_d3,60,0.8,0.88,0.6,3,2,1.5273405909797826,1.641003131059017,4.59809105007773,53.40234886420975,0.9412429378531074,0.8305084745762712,0.9887005649717514,0.6363636363636364,1.3522727272727273
h60_f80_s88_b60_d4,60,0.8,0.88,0.6,4,2,1.5536413469068129,1.7004235722172996,5.879396238996174,56.64383681941242,0.8977401129943503,0.8305084745762712,0.9491525423728814,0.6045454545454545,1.3204545454545455
h60_f80_s88_b70_d3,60,0.8,0.88,0.7,3,2,1.5486949200112266,1.6992070292329025,5.062225136016407,55.275522175239765,0.8344632768361583,0.7514124293785311,0.8898305084745763,0.5568181818181819,1.3363636363636364
h60_f80_s88_b70_d4,60,0.8,0.88,0.7,4,2,1.5572574498203333,1.7016560765153783,5.607938610321819,56.245220471842224,0.8067796610169491,0.731638418079096,0.8502824858757062,0.5568181818181819,1.3045454545454545
h60_f80_s92_b50_d3,60,0.8,0.92,0.5,3,2,1.4679929212180385,1.539048723089365,4.310184996328744,51.280137260835055,0.9689265536723164,0.9293785310734464,1.0282485875706215,0.7477272727272728,1.3204545454545455
h60_f80_s92_b50_d4,60,0.8,0.92,0.5,4,2,1.544891232696111,1.6703213719304781,7.07228758594345,57.05929214879377,0.8898305084745763,0.8700564971751413,0.9096045197740114,0.6681818181818182,1.2727272727272727
h60_f80_s92_b60_d3,60,0.8,0.92,0.6,3,2,1.5438044689076733,1.65499812146879,6.0432931300956625,55.876711313236065,0.8937853107344633,0.8107344632768362,0.9491525423728814,0.6204545454545455,1.2727272727272727
h60_f80_s92_b60_d4,60,0.8,0.92,0.6,4,2,1.5724328049620955,1.7185036600459518,7.470053598768612,59.42571481449326,0.8502824858757062,0.8107344632768362,0.9096045197740114,0.5886363636363636,1.240909090909091
h60_f80_s92_b70_d3,60,0.8,0.92,0.7,3,2,1.5686858163417174,1.718647534100627,6.731497895389858,58.19855731701016,0.7870056497175141,0.731638418079096,0.8502824858757062,0.5409090909090909,1.2568181818181818
h60_f80_s92_b70_d4,60,0.8,0.92,0.7,4,2,1.5785210045133664,1.721969846983535,7.372177364524849,59.33543074669399,0.7593220338983051,0.711864406779661,0.8107344632768362,0.5409090909090909,1.225
h60_f80_s96_b50_d3,60,0.8,0.96,0.5,3,2,1.4845520082389287,1.5492640712678476,5.578165532530582,51.6168916924445,0.9175141242937853,0.8502824858757062,1.0084745762711864,0.7000000000000001,1.2886363636363636
h60_f80_s96_b50_d4,60,0.8,0.96,0.5,4,2,1.5434965034965036,1.6894033729556857,8.62926314284825,58.68827326072854,0.8384180790960452,0.7909604519774012,0.8898305084745763,0.6204545454545455,1.240909090909091
h60_f80_s96_b60_d3,60,0.8,0.96,0.6,3,2,1.54235285942603,1.672991113270691,7.530156464075927,57.425868331395314,0.8423728813559322,0.731638418079096,0.8898305084745763,0.5727272727272728,1.240909090909091
h60_f80_s96_b60_d4,60,0.8,0.96,0.6,4,2,1.5727272727272725,1.7415079684342385,9.129705956345566,61.28763308372229,0.7988700564971751,0.731638418079096,0.8502824858757062,0.5409090909090909,1.209090909090909
h60_f80_s96_b70_d3,60,0.8,0.96,0.7,3,2,1.5726923980270884,1.720971405694529,7.888264868301263,59.37125183433995,0.747457627118644,0.652542372881356,0.8107344632768362,0.4931818181818182,1.225
h60_f80_s96_b70_d4,60,0.8,0.96,0.7,4,2,1.584344169497008,1.7165654305833986,8.369152297640639,60.31425726519548,0.7237288135593221,0.632768361581921,0.7711864406779662,0.4931818181818182,1.1931818181818181
h60_f85_s88_b50_d3,60,0.85,0.88,0.5,3,2,1.3818225390929242,1.493664235317488,1.9048209603320976,44.06535609156399,0.9847457627118644,0.8898305084745763,1.1073446327683616,0.7636363636363637,1.3522727272727273
h60_f85_s88_b50_d4,60,0.85,0.88,0.5,4,2,1.5140711720535422,1.6321053828453782,4.870331500931392,52.398670361672345,0.8977401129943503,0.8305084745762712,0.9887005649717514,0.6522727272727272,1.3045454545454545
h60_f85_s88_b60_d3,60,0.85,0.88,0.6,3,2,1.5044853178444657,1.603804852833192,3.40908409749465,51.03964183664131,0.9096045197740114,0.7711864406779662,0.9887005649717514,0.6363636363636364,1.3045454545454545
h60_f85_s88_b60_d4,60,0.85,0.88,0.6,4,2,1.5451447454476612,1.6819446467663763,5.056609248925335,54.76522875925863,0.8502824858757062,0.7514124293785311,0.9293785310734464,0.5727272727272728,1.2568181818181818
h60_f85_s88_b70_d3,60,0.85,0.88,0.7,3,2,1.5288052006276618,1.6664236179275402,3.8746726104452085,53.193827799517564,0.7830508474576272,0.672316384180791,0.8700564971751413,0.525,1.2886363636363636
h60_f85_s88_b70_d4,60,0.85,0.88,0.7,4,2,1.543991542346999,1.6782310178594764,4.528397996318634,54.65795552712241,0.747457627118644,0.652542372881356,0.8107344632768362,0.5090909090909091,1.240909090909091
h60_f85_s92_b50_d3,60,0.85,0.92,0.5,3,2,1.4055415617128466,1.5132708273482056,3.603858254017401,47.116599226275824,0.9372881355932203,0.8700564971751413,1.0084745762711864,0.7477272727272728,1.2727272727272727
h60_f85_s92_b50_d4,60,0.85,0.92,0.5,4,2,1.5392041928142888,1.661547878017401,6.908740640887711,55.65701414476417,0.8502824858757062,0.8107344632768362,0.8898305084745763,0.6292134831460674,1.225
h60_f85_s92_b60_d3,60,0.85,0.92,0.6,3,2,1.5369109234540996,1.6311492573108708,5.339006098638539,54.178337116753085,0.8621468926553673,0.7514124293785311,0.9491525423728814,0.6204545454545455,1.225
h60_f85_s92_b60_d4,60,0.85,0.92,0.6,4,2,1.5735696313313645,1.715990145403898,7.226526973391031,58.35607907519841,0.8028248587570622,0.731638418079096,0.8898305084745763,0.5568181818181819,1.1772727272727272
h60_f85_s92_b70_d3,60,0.85,0.92,0.7,3,2,1.5587556687087283,1.702545070659145,6.1666621717612,57.01149340499542,0.7355932203389831,0.652542372881356,0.8305084745762712,0.5090909090909091,1.209090909090909
h60_f85_s92_b70_d4,60,0.85,0.92,0.7,4,2,1.5765129020116264,1.7170305708933324,6.981249764879397,58.769002619496085,0.7,0.632768361581921,0.7711864406779662,0.4931818181818182,1.1613636363636364
h60_f85_s96_b50_d3,60,0.85,0.96,0.5,3,2,1.4191230288109653,1.5223704417406043,4.876131632360163,47.17740308511559,0.8858757062146893,0.7909604519774012,0.9887005649717514,0.7000000000000001,1.240909090909091
h60_f85_s96_b50_d4,60,0.85,0.96,0.5,4,2,1.5373780353605755,1.6809992672461835,8.532268897214902,57.27639227188192,0.7988700564971751,0.731638418079096,0.8700564971751413,0.5886363636363636,1.1931818181818181
h60_f85_s96_b60_d3,60,0.85,0.96,0.6,3,2,1.5388167388167386,1.648337107589112,6.8392312631695305,55.680247264624505,0.8107344632768362,0.672316384180791,0.8898305084745763,0.5727272727272728,1.1931818181818181
h60_f85_s96_b60_d4,60,0.85,0.96,0.6,4,2,1.5739594284156837,1.740219995230414,8.97433713181543,60.262406579269104,0.7514124293785311,0.652542372881356,0.8305084745762712,0.5090909090909091,1.1454545454545455
h60_f85_s96_b70_d3,60,0.85,0.96,0.7,3,2,1.5625000000000002,1.704161805014781,7.376779220874661,58.20336059053624,0.6960451977401131,0.5734463276836158,0.7909604519774012,0.46136363636363636,1.1772727272727272
h60_f85_s96_b70_d4,60,0.85,0.96,0.7,4,2,1.5827464788732395,1.7109037031925975,8.046297767042377,59.804879998906735,0.664406779661017,0.5536723163841808,0.731638418079096,0.44545454545454544,1.1295454545454544
