h,origin,n_train,n_query,constant_prediction,weighted_train_mean,target_clip_lo,target_clip_hi,coefficients,last_target_maturity
20,2023-07-01,1715,325,False,38.18410798682989,-2238.9602911188854,2074.77476879896,"[91.55098861810238, 29.206911277447126, -18.625323378195578, 39.58564685076283, -42.763583047183296, -42.524363461975206, 5.177481309007618, -12.536179227552445, 233.1706627340116, -33.939713807723926, 45.32328125804795, -16.81274764650891, 8.377782025792063, 27.255791144708898, 32.3999454776249, 178.0799819664304, -47.25251753053786, 69.82178555210271, 93.47215091700221, 26.98739327377805, -4.275944167094978, -12.038067722011114, -5.5259536144808035, 26.50805000529677, -4.668084501703776, -115.5093892408348]",2023-06-28
20,2023-10-01,2045,320,False,74.98207692163523,-2160.0783035722866,1976.132308266308,"[72.69831850663608, 35.590336739325735, -48.3842958821627, 40.86608017304281, 1.182118400712781, -59.08665314540587, 12.99959265913839, -0.9436214060112459, 212.47917951211176, -25.1345226705823, 35.71147510376112, -10.793700503998533, 28.771387749906967, 27.309331476046548, 9.973473005611085, 134.22055862474534, -54.66362883752423, 85.28696707132504, 96.89433491398883, 50.56301434521259, -2.2651995626661106, -14.566230289489434, -4.905283320056611, 22.464809194152476, -0.7280960219404319, -77.36894024344915]",2023-09-28
20,2024-01-01,2370,285,False,40.19527641927886,-2079.3078079926286,1881.2599477070346,"[45.940756541180555, 6.9363648544000345, -55.530552604105445, 26.262217764808355, 118.3145430276985, -111.68695242980644, 74.4038715465497, 29.170358988184244, 202.1734235073592, -14.598023234892702, 29.081387776575333, -7.480713249032213, 28.657620483968415, -6.035142947909739, 9.296888077823862, 34.41394785538822, -113.47043968295321, 52.36730687814974, 123.15342763007517, 78.88095576837497, 3.9366940377846724, -14.98400725620545, -2.4348015844576265, 12.600927046674286, 0.881187756202608, -41.8483928653143]",2023-12-29
20,2024-04-01,2655,300,False,35.708666604207465,-2011.7765954617403,1818.0517661480947,"[44.67154856423575, -2.1687095680365287, -45.93236464220032, 52.7415635646189, 101.47602086146874, -131.2377572006757, 80.69738792828262, 36.884197007214425, 191.00940593799456, -16.06634502391374, 26.476344887152933, -8.641890079394257, 27.36468132105117, -0.09511192039772931, -8.147517904274546, 11.816694105870537, -122.25935903488842, 37.301671808051225, 122.52829364149507, 72.88760029560542, 3.173851287444488, -14.875992580851293, -1.7729208727601893, 12.494046375558963, 0.9810157906123551, -39.49531474836627]",2024-03-29
20,2024-07-01,2955,330,False,26.145935894127646,-1960.8680381834301,1771.2616957285975,"[56.31566018641683, 1.254945886148403, -19.07830371514035, 59.155611576722265, 64.25920481606771, -130.5929099262868, 70.27638895695942, 23.6210811180346, 178.25972343609536, -15.91187223623106, 23.298475311852194, -4.717360509105491, 20.394622717353702, -5.284165123188043, -7.521852177378263, -5.666225789921114, -129.45417594660498, 25.50735359584716, 107.29944863232045, 63.28511137405024, 3.416740231232182, -14.93220273424856, -0.6601703374491211, 11.795209948033083, 0.38042289243566846, -30.260095673448657]",2024-06-28
20,2024-10-01,3280,325,False,26.34789045946407,-1881.7771723146268,1628.0048942112007,"[54.03832994663744, 0.7217780483974853, -8.297242509212158, 69.8843044423267, 104.38292000269357, -186.6566836611123, 104.2921591050466, 13.414573373500282, 164.04578955190573, -12.063452943212171, 6.317161270620248, 7.65047462505247, 16.34912068981135, -0.10239373777030389, -3.836798247768958, -9.545375797648816, -95.44882382663648, 22.913286471999506, 90.64531390270118, 55.38885996772669, 4.759763035885696, -12.520968277414314, 2.5595862233731443, 10.9517478749661, -5.750128856807709, -22.933105636226678]",2024-09-27
20,2025-01-01,3610,290,False,43.017635945923004,-1831.7414011336073,1572.6266478619427,"[64.64349358097323, 18.978815564437795, 6.890604156662022, 78.61754589540433, 101.310770635384, -222.4071762819804, 115.2991282700828, -4.439052995415607, 157.18939599649661, -7.893170995636244, 19.704874277788313, -16.3429030040623, -12.214112920722334, 27.17682185355389, 0.367701311591069, -13.564758014093897, -94.12892239092488, 0.6886789471766119, 76.93381609976342, 38.93813860791778, 5.848838003665183, -9.804915930292667, 3.374080556310424, 11.244438116707316, -10.662440746391583, -29.712818057945608]",2024-12-28
20,2025-04-01,3895,295,False,3.980548277228829,-1783.313073047393,1481.633184677412,"[118.11996363513795, 81.53519129218779, -1.1009801492594786, 90.32128056497723, 78.09447767354568, -233.5423889201407, 96.14094639001911, -33.41711541273723, 151.24966205797065, -7.461500910850043, 1.0524706693241117, 3.8446703179447344, -13.095940285849197, 24.919165627726734, -9.931933623098091, 22.242456750052234, -48.98484930249793, 13.665023855889205, 75.74113894698773, 46.38794861862825, 3.1896868281054345, -11.908511061927593, 2.88589795468028, 14.291597141794448, -8.4586708626532, -52.328489635483244]",2025-03-28
20,2025-07-01,4190,330,False,-13.264051350158175,-1724.9695825908584,1438.7491904976152,"[129.43164951121616, 85.75607192699785, -1.5228823450527278, 82.64319914508049, 75.54335831561457, -235.17514321934715, 98.4184352330588, -25.040365932162477, 141.7046189060198, -4.176949196269626, 5.913018100560708, -3.01807766955672, -2.016222532142999, 9.665632201424884, -6.592437483013044, 29.70409979630455, -23.013216954469836, 13.658377995861203, 64.54413658809881, 48.13592131976476, 8.096072081889691, -11.884997881085319, 2.253083440479064, 14.485479914750965, -12.949637556042017, -60.245581033623175]",2025-06-27
20,2025-10-01,4515,320,False,-2.016080056847602,-1620.359758573223,1426.3919723991926,"[123.08149644819724, 89.04896848860321, 0.7233017376693077, 89.58424908861471, 53.56042504915048, -215.37332931037662, 87.08868153689369, -26.205319254823937, 133.18319552131067, -3.7801913818973114, -1.2850582799065928, 1.87548687541993, -5.2350802765861255, 9.710927091547173, -4.488839857156439, 29.168966306098884, -25.272519984247342, 7.568288439924521, 55.125257902924645, 42.76769599271719, 9.238684420487257, -8.350906072662093, 2.0063068378080904, 12.94474479163991, -15.838829977269134, -60.26031943329057]",2025-09-26
20,2026-01-01,4840,275,False,-7.397154730602522,-1577.704728010598,1369.1889378655087,"[98.98359586865483, 103.58995902116501, 14.180888257003152, 87.04147496859706, 60.749347751703695, -244.32597959395926, 101.59869078591264, -24.092888443437925, 129.7943985199414, -1.6795306207395473, -4.1286414767672674, 5.1504075972912835, 8.93921724810634, 5.549000654416706, -6.460177046823744, 20.032047821271124, -16.601691054618062, 9.107200059659881, 53.27853094242576, 40.68985841871619, 9.838115822572886, -6.0558134451677486, -0.25811085679507495, 9.287374125230293, -12.811565645843128, -45.261853936483845]",2025-12-29
20,2026-04-01,5110,310,False,-4.546044811882028,-1552.6206073500691,1342.936560012863,"[93.44609055121998, 82.37598842001208, 14.073991560305165, 72.90010700876829, 54.54634633119541, -208.18202425408498, 91.39362990454039, -18.11475823471091, 123.83372224478455, -0.5896418682059374, -3.6292583081807575, 1.573611403084538, 6.927479741273394, 5.887712506003658, -3.543680099580858, 20.344207852130427, -17.677442333644084, 6.0878294609737855, 46.54810793505392, 36.29607386951593, 7.88802487496428, -6.217171487911368, 1.0554078409818792, 9.577173982915518, -12.303435210948916, -49.81469752390397]",2026-03-27
20,2026-07-01,5420,225,False,-17.205933704461202,-1527.8184528438617,1262.0021332763927,"[82.11400071403828, 100.78275212487512, 28.395710579905288, 73.14760260380595, 53.39039395402479, -215.34151784779627, 93.44970281304721, -27.642344950655325, 114.15564790288339, 2.34924100559141, 4.673436052468134, -6.879974956185171, 8.309418794497848, 8.947931133886849, -6.273058159304704, 1.6916134919654944, -18.34129059316229, 6.081017451552789, 29.227934081307964, 25.456271167722715, 9.572970548782441, -5.681443665283431, -1.080276673533104, 8.106027070903584, -10.917277280858299, -38.66763760653767]",2026-06-26
