quarter_origin,candidate,window,ridge,cutoff_ord,eligible_feedback_batches,selected_feedback_batches,training_rows,latest_feedback_publication_date,latest_feedback_maturity_ord,weight_identity,weight_all,weight_recent2y,weight_sum,objective,query_rows
2025-07-01,qstack_w060_r010,60,0.1,739431,591,60,300,2025-05-29,739430.0,0.1909681987749461,0.6099464503869549,0.19908535083809906,1.0,0.24459712480908366,330
2025-07-01,qstack_w060_r100,60,1.0,739431,591,60,300,2025-05-29,739430.0,0.3188933571786706,0.36252877882622,0.3185778639951093,1.0,0.255501754100197,330
2025-07-01,qstack_w125_r000,125,0.0,739431,591,125,625,2025-05-29,739430.0,0.0,1.0,0.0,1.0,0.1561763924157548,330
2025-07-01,qstack_w125_r001,125,0.01,739431,591,125,625,2025-05-29,739430.0,3.2049378106392755e-17,0.9999999999999997,4.163336342344337e-16,1.0,0.16284305908242147,330
2025-07-01,qstack_w125_r010,125,0.1,739431,591,125,625,2025-05-29,739430.0,0.09617268226283243,0.6051855184286303,0.29864179930853724,1.0,0.1960244801091978,330
2025-07-01,qstack_w125_r100,125,1.0,739431,591,125,625,2025-05-29,739430.0,0.3089094578354034,0.3616513257496073,0.32943921641498936,1.0,0.20828476821737493,330
2025-07-01,qstack_w250_r000,250,0.0,739431,591,250,1250,2025-05-29,739430.0,4.4235445121673385e-16,0.9999999999999996,5.551115123125783e-17,1.0,0.34289020843614126,330
2025-07-01,qstack_w250_r001,250,0.01,739431,591,250,1250,2025-05-29,739430.0,0.0,1.0,8.326672684688674e-17,1.0,0.3495568751028078,330
2025-07-01,qstack_w250_r010,250,0.1,739431,591,250,1250,2025-05-29,739430.0,0.15581468651378444,0.49763804629369135,0.34654726719252427,1.0,0.36801305913635773,330
2025-07-01,qstack_w250_r100,250,1.0,739431,591,250,1250,2025-05-29,739430.0,0.3146574081151681,0.3505686335370931,0.3347739583477388,1.0,0.373561904943378,330
2025-07-01,qstack_wexp_r000,expanding,0.0,739431,591,591,2955,2025-05-29,739430.0,0.23790240592479128,0.6108664585174105,0.15123113555779819,1.0,0.457452009312085,330
2025-07-01,qstack_wexp_r001,expanding,0.01,739431,591,591,2955,2025-05-29,739430.0,0.24905421167187478,0.4942702315381194,0.2566755567900058,1.0,0.458120598508746,330
2025-07-01,qstack_wexp_r010,expanding,0.1,739431,591,591,2955,2025-05-29,739430.0,0.2883439223062497,0.37660995326397456,0.33504612442977577,1.0,0.459084329282829,330
2025-07-01,qstack_wexp_r100,expanding,1.0,739431,591,591,2955,2025-05-29,739430.0,0.32529005343878625,0.33944896045794826,0.33526098610326555,1.0,0.4596536872743929,330
2025-10-01,qstack_w060_r000,60,0.0,739523,656,60,300,2025-08-30,739521.0,0.0,1.0,0.0,1.0,0.5157843498265997,325
2025-10-01,qstack_w060_r001,60,0.01,739523,656,60,300,2025-08-30,739521.0,0.14432915017278689,0.8556708498272132,1.2874900798265365e-19,1.0,0.5218810373724689,325
2025-10-01,qstack_w060_r010,60,0.1,739523,656,60,300,2025-08-30,739521.0,0.31604089485393233,0.42553042522655904,0.25842867991950863,1.0,0.5288757299173374,325
2025-10-01,qstack_w060_r100,60,1.0,739523,656,60,300,2025-08-30,739521.0,0.331637854110146,0.34334536812040756,0.3250167777694464,1.0,0.5302938759495424,325
2025-10-01,qstack_w125_r000,125,0.0,739523,656,125,625,2025-08-30,739521.0,0.0,1.0,0.0,1.0,0.35358808833306105,325
2025-10-01,qstack_w125_r001,125,0.01,739523,656,125,625,2025-08-30,739521.0,6.245004513516506e-17,1.0,0.0,1.0,0.3602547549997277,325
2025-10-01,qstack_w125_r010,125,0.1,739523,656,125,625,2025-08-30,739521.0,0.2584048814731807,0.5206422591797756,0.2209528593470438,1.0,0.38316903414902975,325
2025-10-01,qstack_w125_r100,125,1.0,739523,656,125,625,2025-08-30,739521.0,0.32579398222756467,0.3533588657123567,0.3208471520600786,1.0,0.38831797553547137,325
2025-10-01,qstack_w250_r000,250,0.0,739523,656,250,1250,2025-08-30,739521.0,0.0,0.9999999999999992,7.771561172376091e-16,1.0,0.3785472838595408,325
2025-10-01,qstack_w250_r001,250,0.01,739523,656,250,1250,2025-08-30,739521.0,4.8074067159589114e-17,1.0,0.0,1.0,0.38521395052620744,325
2025-10-01,qstack_w250_r010,250,0.1,739523,656,250,1250,2025-08-30,739521.0,0.17908229334485973,0.5144389772710087,0.3064787293841316,1.0,0.40662286521743435,325
2025-10-01,qstack_w250_r100,250,1.0,739523,656,250,1250,2025-08-30,739521.0,0.3172650100266658,0.35241312844944356,0.33032186152389065,1.0,0.41203454780083626,325
2025-10-01,qstack_wexp_r000,expanding,0.0,739523,656,656,3280,2025-08-30,739521.0,0.23534863365776731,0.6871333095838298,0.07751805675840295,1.0,0.46169356968130093,325
2025-10-01,qstack_wexp_r001,expanding,0.01,739523,656,656,3280,2025-08-30,739521.0,0.24727469813111289,0.5361262170096015,0.21659908485928564,1.0,0.46279921692168585,325
2025-10-01,qstack_wexp_r010,expanding,0.1,739523,656,656,3280,2025-08-30,739521.0,0.28985485598756267,0.383696395472711,0.3264487485397264,1.0,0.46413887965564715,325
2025-10-01,qstack_wexp_r100,expanding,1.0,739523,656,656,3280,2025-08-30,739521.0,0.32591439601165273,0.34001680136254797,0.33406880262579924,1.0,0.464729731918919,325
2026-01-01,qstack_w060_r000,60,0.0,739615,720,60,300,2025-11-29,739612.0,1.922962686383564e-16,0.9999999999999998,0.0,1.0,0.2447950436039083,270
2026-01-01,qstack_w060_r001,60,0.01,739615,720,60,300,2025-11-29,739612.0,0.04374887412756108,0.6519652767896764,0.3042858490827625,1.0,0.24837991552797428,270
2026-01-01,qstack_w060_r010,60,0.1,739615,720,60,300,2025-11-29,739612.0,0.302501574926969,0.37180403051871525,0.3256943945543158,1.0,0.250308371694717,270
2026-01-01,qstack_w060_r100,60,1.0,739615,720,60,300,2025-11-29,739612.0,0.33023026032760466,0.33726610598597473,0.3325036336864206,1.0,0.2505363515927385,270
2026-01-01,qstack_w125_r000,125,0.0,739615,720,125,625,2025-11-29,739612.0,0.0,1.0,0.0,1.0,0.4088124780786117,270
2026-01-01,qstack_w125_r001,125,0.01,739615,720,125,625,2025-11-29,739612.0,0.12481535625144778,0.8086895064551852,0.06649513729336709,1.0,0.4146048763577636,270
2026-01-01,qstack_w125_r010,125,0.1,739615,720,125,625,2025-11-29,739612.0,0.31225673103695434,0.4063061825564798,0.2814370864065658,1.0,0.4194025423478226,270
2026-01-01,qstack_w125_r100,125,1.0,739615,720,125,625,2025-11-29,739612.0,0.33123278801279205,0.3410616187549865,0.3277055932322214,1.0,0.42021289693767283,270
2026-01-01,qstack_w250_r000,250,0.0,739615,720,250,1250,2025-11-29,739612.0,1.5480256713134087e-16,0.9999999999999998,0.0,0.9999999999999999,0.2826291260454442,270
2026-01-01,qstack_w250_r001,250,0.01,739615,720,250,1250,2025-11-29,739612.0,0.0,1.0,0.0,1.0,0.28929579271211087,270
2026-01-01,qstack_w250_r010,250,0.1,739615,720,250,1250,2025-11-29,739612.0,0.2082442808711025,0.5106387759278811,0.2811169432010165,1.0,0.31089538679344075,270
2026-01-01,qstack_w250_r100,250,1.0,739615,720,250,1250,2025-11-29,739612.0,0.32058751014484016,0.35186442034177184,0.32754806951338805,1.0,0.3155590684944854,270
2026-01-01,qstack_wexp_r000,expanding,0.0,739615,720,720,3600,2025-11-29,739612.0,0.23274816467236392,0.7146828095374529,0.05256902579018317,1.0,0.4481945691676891,270
2026-01-01,qstack_wexp_r001,expanding,0.01,739615,720,720,3600,2025-11-29,739612.0,0.24550727524761753,0.5472973167549425,0.20719540799743982,0.9999999999999999,0.44946038133923794,270
2026-01-01,qstack_wexp_r010,expanding,0.1,739615,720,720,3600,2025-11-29,739612.0,0.2907063706765678,0.38457353477761,0.3247200945458222,1.0,0.4508946053337462,270
2026-01-01,qstack_wexp_r100,expanding,1.0,739615,720,720,3600,2025-11-29,739612.0,0.3263167464277456,0.3399592198153578,0.3337240337568965,1.0,0.4514682301887815,270
2026-04-01,qstack_w060_r000,60,0.0,739705,775,60,300,2026-02-27,739703.0,0.0,0.8362597956175285,0.16374020438247155,1.0,0.382486455217453,310
2026-04-01,qstack_w060_r001,60,0.01,739705,775,60,300,2026-02-27,739703.0,0.2458736238675995,0.6197528704696612,0.13437350566273928,1.0,0.3848636003244522,310
2026-04-01,qstack_w060_r010,60,0.1,739705,775,60,300,2026-02-27,739703.0,0.3381089416442016,0.4148262601824777,0.24706479817332067,1.0,0.38854534961177767,310
2026-04-01,qstack_w060_r100,60,1.0,739705,775,60,300,2026-02-27,739703.0,0.33450937698228583,0.3437398851372708,0.3217507378804434,1.0,0.3902199268460383,310
2026-04-01,qstack_w125_r000,125,0.0,739705,775,125,625,2026-02-27,739703.0,0.0,0.8701837175342864,0.12981628246571364,1.0,0.35638832190460207,310
2026-04-01,qstack_w125_r001,125,0.01,739705,775,125,625,2026-02-27,739703.0,0.18513016895191298,0.6565927949583379,0.15827703608974922,1.0,0.3594666127770717,310
2026-04-01,qstack_w125_r010,125,0.1,739705,775,125,625,2026-02-27,739703.0,0.3249177038959618,0.3987686657550823,0.27631363034895595,1.0,0.3624342647150881,310
2026-04-01,qstack_w125_r100,125,1.0,739705,775,125,625,2026-02-27,739703.0,0.33271908743392037,0.3407649617782173,0.3265159507878624,1.0,0.36322761793727576,310
2026-04-01,qstack_w250_r000,250,0.0,739705,775,250,1250,2026-02-27,739703.0,4.163336342344337e-17,1.0,0.0,1.0,0.34681508483420365,310
2026-04-01,qstack_w250_r001,250,0.01,739705,775,250,1250,2026-02-27,739703.0,2.1916579120118666e-17,0.9655001854141173,0.03449981458588266,1.0,0.35339527196594384,310
2026-04-01,qstack_w250_r010,250,0.1,739705,775,250,1250,2026-02-27,739703.0,0.28504887747706786,0.4653740523593528,0.2495770701635792,0.9999999999999999,0.3658325993868419,310
2026-04-01,qstack_w250_r100,250,1.0,739705,775,250,1250,2026-02-27,739703.0,0.3286551488874244,0.3477760589653332,0.3235687921472425,1.0000000000000002,0.36849157131658156,310
2026-04-01,qstack_wexp_r000,expanding,0.0,739705,775,775,3875,2026-02-27,739703.0,0.2315964026312549,0.6923452214778855,0.07605837589085966,1.0,0.4446473611111716,310
2026-04-01,qstack_wexp_r001,expanding,0.01,739705,775,775,3875,2026-02-27,739703.0,0.24590990168961788,0.5533452127044994,0.20074488560588274,1.0,0.4458773697906234,310
2026-04-01,qstack_wexp_r010,expanding,0.1,739705,775,775,3875,2026-02-27,739703.0,0.2928033233857648,0.38729923691371926,0.31989743970051593,1.0,0.44744199047707284,310
2026-04-01,qstack_wexp_r100,expanding,1.0,739705,775,775,3875,2026-02-27,739703.0,0.3268726897147998,0.340146679265393,0.3329806310198071,1.0,0.4480144858053566,310
2026-07-01,qstack_w060_r000,60,0.0,739796,837,60,300,2026-05-29,739794.0,4.2434127770163346e-16,0.8630422562983718,0.13695774370162767,1.0,0.3059260124226593,130
2026-07-01,qstack_w060_r001,60,0.01,739796,837,60,300,2026-05-29,739794.0,0.0,0.7318657848188949,0.2681342151811052,1.0,0.3092943843568023,130
2026-07-01,qstack_w060_r010,60,0.1,739796,837,60,300,2026-05-29,739794.0,0.27650418062659954,0.4010706552438609,0.3224251641295396,1.0,0.31455641983073535,130
2026-07-01,qstack_w060_r100,60,1.0,739796,837,60,300,2026-05-29,739794.0,0.3276771591116827,0.3403610285294188,0.3319618123588985,1.0,0.315287668132778,130
2026-07-01,qstack_w125_r000,125,0.0,739796,837,125,625,2026-05-29,739794.0,0.0,0.8253274929673013,0.1746725070326986,1.0,0.34853930320775195,130
2026-07-01,qstack_w125_r001,125,0.01,739796,837,125,625,2026-05-29,739794.0,0.0,0.749417092237231,0.2505829077627691,1.0,0.3518377212328403,130
2026-07-01,qstack_w125_r010,125,0.1,739796,837,125,625,2026-05-29,739794.0,0.3021259926814033,0.4074191187115834,0.2904548886070134,1.0,0.35598195082152123,130
2026-07-01,qstack_w125_r100,125,1.0,739796,837,125,625,2026-05-29,739794.0,0.33051068903150654,0.341691764694463,0.3277975462740304,1.0,0.3568332064972312,130
2026-07-01,qstack_w250_r000,250,0.0,739796,837,250,1250,2026-05-29,739794.0,5.062174233328086e-16,0.9313226756475063,0.0686773243524931,0.9999999999999999,0.37841841123826964,130
2026-07-01,qstack_w250_r001,250,0.01,739796,837,250,1250,2026-05-29,739794.0,0.041637450729710715,0.7787917301259695,0.17957081914431988,1.0,0.38271447935344705,130
2026-07-01,qstack_w250_r010,250,0.1,739796,837,250,1250,2026-05-29,739794.0,0.30800238178904626,0.41075959732036343,0.2812380208905902,1.0,0.38726375649248423,130
2026-07-01,qstack_w250_r100,250,1.0,739796,837,250,1250,2026-05-29,739794.0,0.33098522717257917,0.3418557871673421,0.3271589856600787,1.0,0.3882014882199205,130
2026-07-01,qstack_wexp_r000,expanding,0.0,739796,837,837,4185,2026-05-29,739794.0,0.2244105335993687,0.6820137762783968,0.0935756901222346,1.0,0.4362497099746507,130
2026-07-01,qstack_wexp_r001,expanding,0.01,739796,837,837,4185,2026-05-29,739794.0,0.24066758777679986,0.5497826150641634,0.2095497971590368,1.0,0.43741134144554816,130
2026-07-01,qstack_wexp_r010,expanding,0.1,739796,837,837,4185,2026-05-29,739794.0,0.2916593803525288,0.3868605151542995,0.3214801044931718,1.0000000000000002,0.43895120284301403,130
2026-07-01,qstack_wexp_r100,expanding,1.0,739796,837,837,4185,2026-05-29,739794.0,0.3268546275416092,0.34004478520216636,0.33310058725622443,1.0,0.43952166004595006,130
